Vardas                   Pavarde                  ND1            ND2            ND3            ND4            ND5            Egz.
Vardenis9586             Pavardenis9586           5              5              4              5              3              5
Vardenis9587             Pavardenis9587           8              4              10             3              7              9
Vardenis9588             Pavardenis9588           3              6              8              10             2              10
Vardenis9589             Pavardenis9589           4              5              3              6              9              1
Vardenis9590             Pavardenis9590           5              6              7              4              4              4
Vardenis9591             Pavardenis9591           5              8              3              10             3              4
Vardenis9592             Pavardenis9592           5              10             4              2              5              2
Vardenis9593             Pavardenis9593           5              3              8              7              5              2
Vardenis9594             Pavardenis9594           6              10             4              2              7              5
Vardenis9595             Pavardenis9595           2              1              5              1              9              2
Vardenis9596             Pavardenis9596           10             1              3              8              1              9
Vardenis9597             Pavardenis9597           2              8              1              7              1              2
Vardenis9598             Pavardenis9598           7              2              7              1              9              5
Vardenis9599             Pavardenis9599           10             3              1              1              2              6
Vardenis9600             Pavardenis9600           3              1              1              4              2              3
Vardenis9601             Pavardenis9601           8              10             2              4              2              10
Vardenis9602             Pavardenis9602           2              1              1              6              1              6
Vardenis9603             Pavardenis9603           1              9              3              1              1              9
Vardenis9604             Pavardenis9604           8              6              5              1              4              9
Vardenis9605             Pavardenis9605           2              2              1              10             10             7
Vardenis9606             Pavardenis9606           4              2              5              9              6              1
Vardenis9607             Pavardenis9607           9              7              8              6              4              1
Vardenis9608             Pavardenis9608           6              3              6              3              6              1
Vardenis9609             Pavardenis9609           1              10             5              10             1              5
Vardenis9610             Pavardenis9610           8              9              7              6              4              2
Vardenis9611             Pavardenis9611           4              3              8              4              5              4
Vardenis9612             Pavardenis9612           9              4              6              6              4              3
Vardenis9613             Pavardenis9613           4              2              7              8              5              9
Vardenis9614             Pavardenis9614           8              5              1              10             5              7
Vardenis9615             Pavardenis9615           4              1              6              9              1              8
Vardenis9616             Pavardenis9616           3              6              7              7              1              4
Vardenis9617             Pavardenis9617           3              6              7              2              1              10
Vardenis9618             Pavardenis9618           7              3              10             6              8              9
Vardenis9619             Pavardenis9619           4              5              6              6              2              10
Vardenis9620             Pavardenis9620           3              3              2              10             4              4
Vardenis9621             Pavardenis9621           10             9              7              6              5              10
Vardenis9622             Pavardenis9622           1              9              6              2              5              1
Vardenis9623             Pavardenis9623           5              10             10             2              2              4
Vardenis9624             Pavardenis9624           10             3              3              2              5              8
Vardenis9625             Pavardenis9625           1              10             3              9              2              3
Vardenis9626             Pavardenis9626           4              10             7              5              4              1
Vardenis9627             Pavardenis9627           1              5              2              9              7              9
Vardenis9628             Pavardenis9628           2              2              10             10             3              4
Vardenis9629             Pavardenis9629           8              3              4              10             7              5
Vardenis9630             Pavardenis9630           3              2              9              4              10             1
Vardenis9631             Pavardenis9631           2              8              6              3              10             5
Vardenis9632             Pavardenis9632           8              2              2              2              3              1
Vardenis9633             Pavardenis9633           10             9              10             7              2              5
Vardenis9634             Pavardenis9634           8              1              4              6              2              10
Vardenis9635             Pavardenis9635           7              5              10             2              1              10
Vardenis9636             Pavardenis9636           5              4              10             10             8              8
Vardenis9637             Pavardenis9637           2              10             5              9              5              2
Vardenis9638             Pavardenis9638           9              1              9              9              6              7
Vardenis9639             Pavardenis9639           7              10             8              9              3              2
Vardenis9640             Pavardenis9640           2              5              1              9              5              2
Vardenis9641             Pavardenis9641           4              6              7              3              7              9
Vardenis9642             Pavardenis9642           6              2              3              9              1              2
Vardenis9643             Pavardenis9643           6              9              3              9              2              10
Vardenis9644             Pavardenis9644           5              10             4              10             10             5
Vardenis9645             Pavardenis9645           3              5              5              7              7              10
Vardenis9646             Pavardenis9646           9              10             9              1              10             3
Vardenis9647             Pavardenis9647           7              6              1              7              3              3
Vardenis9648             Pavardenis9648           8              3              9              7              6              3
Vardenis9649             Pavardenis9649           10             7              10             8              4              6
Vardenis9650             Pavardenis9650           7              3              8              6              10             4
Vardenis9651             Pavardenis9651           4              5              5              2              3              10
Vardenis9652             Pavardenis9652           8              9              5              1              10             2
Vardenis9653             Pavardenis9653           3              7              2              10             6              7
Vardenis9654             Pavardenis9654           10             7              10             9              9              4
Vardenis9655             Pavardenis9655           9              10             7              8              9              8
Vardenis9656             Pavardenis9656           6              2              4              10             8              2
Vardenis9657             Pavardenis9657           3              2              8              1              7              3
Vardenis9658             Pavardenis9658           6              1              9              2              5              8
Vardenis9659             Pavardenis9659           7              10             9              1              6              7
Vardenis9660             Pavardenis9660           4              2              5              1              9              4
Vardenis9661             Pavardenis9661           9              2              9              7              5              2
Vardenis9662             Pavardenis9662           8              8              3              9              7              8
Vardenis9663             Pavardenis9663           5              9              7              8              8              10
Vardenis9664             Pavardenis9664           1              8              7              6              2              3
Vardenis9665             Pavardenis9665           8              2              10             5              10             1
Vardenis9666             Pavardenis9666           8              2              6              1              9              4
Vardenis9667             Pavardenis9667           7              8              3              4              9              8
Vardenis9668             Pavardenis9668           2              1              6              4              1              9
Vardenis9669             Pavardenis9669           6              10             9              8              8              5
Vardenis9670             Pavardenis9670           10             8              8              1              4              5
Vardenis9671             Pavardenis9671           9              7              8              8              10             2
Vardenis9672             Pavardenis9672           2              1              9              5              2              3
Vardenis9673             Pavardenis9673           8              10             9              4              6              7
Vardenis9674             Pavardenis9674           9              10             3              10             8              5
Vardenis9675             Pavardenis9675           4              4              4              2              5              3
Vardenis9676             Pavardenis9676           2              7              5              9              1              4
Vardenis9677             Pavardenis9677           9              6              2              9              6              6
Vardenis9678             Pavardenis9678           8              5              8              8              5              4
Vardenis9679             Pavardenis9679           1              4              10             3              8              10
Vardenis9680             Pavardenis9680           1              7              7              1              10             4
Vardenis9681             Pavardenis9681           5              4              1              3              3              2
Vardenis9682             Pavardenis9682           6              5              7              10             1              9
Vardenis9683             Pavardenis9683           5              10             5              1              3              3
Vardenis9684             Pavardenis9684           4              5              4              2              3              6
Vardenis9685             Pavardenis9685           5              7              2              6              8              1
Vardenis9686             Pavardenis9686           10             1              6              9              4              5
Vardenis9687             Pavardenis9687           2              3              10             7              4              9
Vardenis9688             Pavardenis9688           9              1              9              6              2              8
Vardenis9689             Pavardenis9689           4              5              3              3              6              1
Vardenis9690             Pavardenis9690           5              3              6              8              3              4
Vardenis9691             Pavardenis9691           9              9              2              7              3              5
Vardenis9692             Pavardenis9692           7              9              1              7              9              3
Vardenis9693             Pavardenis9693           4              1              2              5              1              8
Vardenis9694             Pavardenis9694           8              2              5              3              1              2
Vardenis9695             Pavardenis9695           2              10             8              5              10             7
Vardenis9696             Pavardenis9696           1              3              6              2              2              2
Vardenis9697             Pavardenis9697           9              3              5              5              3              9
Vardenis9698             Pavardenis9698           4              7              9              1              6              2
Vardenis9699             Pavardenis9699           2              7              9              7              8              7
Vardenis9700             Pavardenis9700           10             9              7              1              4              8
Vardenis9701             Pavardenis9701           7              10             5              9              10             1
Vardenis9702             Pavardenis9702           8              9              6              8              7              6
Vardenis9703             Pavardenis9703           3              9              6              8              5              2
Vardenis9704             Pavardenis9704           5              9              3              3              8              6
Vardenis9705             Pavardenis9705           8              2              9              8              2              3
Vardenis9706             Pavardenis9706           2              2              3              8              8              7
Vardenis9707             Pavardenis9707           2              9              9              7              10             3
Vardenis9708             Pavardenis9708           3              4              4              4              3              6
Vardenis9709             Pavardenis9709           6              5              9              2              9              6
Vardenis9710             Pavardenis9710           6              4              6              8              8              2
Vardenis9711             Pavardenis9711           2              9              1              1              1              7
Vardenis9712             Pavardenis9712           2              9              10             9              8              2
Vardenis9713             Pavardenis9713           1              5              10             4              4              8
Vardenis9714             Pavardenis9714           2              3              5              7              6              6
Vardenis9715             Pavardenis9715           2              5              3              9              10             10
Vardenis9716             Pavardenis9716           6              10             6              1              5              7
Vardenis9717             Pavardenis9717           1              4              7              10             6              9
Vardenis9718             Pavardenis9718           2              9              7              10             10             4
Vardenis9719             Pavardenis9719           9              1              6              9              3              6
Vardenis9720             Pavardenis9720           3              1              6              7              6              10
Vardenis9721             Pavardenis9721           8              9              8              6              3              1
Vardenis9722             Pavardenis9722           9              10             4              4              3              5
Vardenis9723             Pavardenis9723           1              10             9              4              8              1
Vardenis9724             Pavardenis9724           10             9              2              4              9              4
Vardenis9725             Pavardenis9725           10             1              5              1              10             9
Vardenis9726             Pavardenis9726           1              5              2              3              8              7
Vardenis9727             Pavardenis9727           1              6              10             6              10             6
Vardenis9728             Pavardenis9728           2              6              7              1              8              5
Vardenis9729             Pavardenis9729           2              1              7              1              3              10
Vardenis9730             Pavardenis9730           8              1              6              4              3              8
Vardenis9731             Pavardenis9731           5              6              9              8              9              3
Vardenis9732             Pavardenis9732           9              10             10             8              6              8
Vardenis9733             Pavardenis9733           9              7              10             7              2              9
Vardenis9734             Pavardenis9734           7              4              3              5              9              2
Vardenis9735             Pavardenis9735           6              4              10             8              4              2
Vardenis9736             Pavardenis9736           7              8              2              4              1              1
Vardenis9737             Pavardenis9737           3              9              10             10             6              4
Vardenis9738             Pavardenis9738           7              10             6              6              9              3
Vardenis9739             Pavardenis9739           3              3              1              9              9              10
Vardenis9740             Pavardenis9740           3              1              8              7              1              5
Vardenis9741             Pavardenis9741           4              5              5              9              5              4
Vardenis9742             Pavardenis9742           7              2              2              6              7              4
Vardenis9743             Pavardenis9743           4              7              6              3              9              10
Vardenis9744             Pavardenis9744           7              3              8              4              9              8
Vardenis9745             Pavardenis9745           10             1              1              6              9              9
Vardenis9746             Pavardenis9746           6              3              2              4              4              6
Vardenis9747             Pavardenis9747           6              3              2              1              7              10
Vardenis9748             Pavardenis9748           5              8              7              10             4              5
Vardenis9749             Pavardenis9749           3              7              10             7              3              3
Vardenis9750             Pavardenis9750           5              1              6              5              6              10
Vardenis9751             Pavardenis9751           5              8              3              4              6              10
Vardenis9752             Pavardenis9752           5              3              9              1              10             3
Vardenis9753             Pavardenis9753           10             4              7              5              3              4
Vardenis9754             Pavardenis9754           10             7              8              8              5              4
Vardenis9755             Pavardenis9755           9              9              6              7              5              2
Vardenis9756             Pavardenis9756           7              2              1              8              5              5
Vardenis9757             Pavardenis9757           9              4              10             7              10             10
Vardenis9758             Pavardenis9758           2              10             10             3              5              5
Vardenis9759             Pavardenis9759           8              10             5              10             10             9
Vardenis9760             Pavardenis9760           1              8              8              7              4              4
Vardenis9761             Pavardenis9761           10             7              9              10             10             10
Vardenis9762             Pavardenis9762           1              7              4              3              10             7
Vardenis9763             Pavardenis9763           1              7              9              9              3              6
Vardenis9764             Pavardenis9764           5              8              4              9              9              2
Vardenis9765             Pavardenis9765           10             4              5              1              6              1
Vardenis9766             Pavardenis9766           8              9              8              10             10             5
Vardenis9767             Pavardenis9767           8              6              3              2              7              7
Vardenis9768             Pavardenis9768           8              1              4              5              10             3
Vardenis9769             Pavardenis9769           7              8              4              6              10             8
Vardenis9770             Pavardenis9770           10             2              10             4              7              9
Vardenis9771             Pavardenis9771           4              10             7              5              8              4
Vardenis9772             Pavardenis9772           8              10             3              10             8              3
Vardenis9773             Pavardenis9773           10             9              2              3              10             10
Vardenis9774             Pavardenis9774           5              2              7              4              9              1
Vardenis9775             Pavardenis9775           2              9              5              4              8              2
Vardenis9776             Pavardenis9776           9              10             7              5              9              4
Vardenis9777             Pavardenis9777           8              7              1              8              7              10
Vardenis9778             Pavardenis9778           6              6              7              10             1              1
Vardenis9779             Pavardenis9779           10             10             2              4              3              1
Vardenis9780             Pavardenis9780           9              7              6              3              7              10
Vardenis9781             Pavardenis9781           3              8              10             2              3              5
Vardenis9782             Pavardenis9782           1              10             4              8              9              2
Vardenis9783             Pavardenis9783           6              5              8              2              1              9
Vardenis9784             Pavardenis9784           10             5              6              2              1              5
Vardenis9785             Pavardenis9785           2              9              5              8              1              1
Vardenis9786             Pavardenis9786           10             7              3              8              7              3
Vardenis9787             Pavardenis9787           10             9              10             7              3              6
Vardenis9788             Pavardenis9788           4              2              3              1              7              1
Vardenis9789             Pavardenis9789           7              4              1              6              2              2
Vardenis9790             Pavardenis9790           8              7              4              3              1              6
Vardenis9791             Pavardenis9791           3              6              7              1              2              5
Vardenis9792             Pavardenis9792           7              8              10             4              8              5
Vardenis9793             Pavardenis9793           9              9              7              5              5              9
Vardenis9794             Pavardenis9794           7              1              1              7              5              4
Vardenis9795             Pavardenis9795           9              1              1              7              5              4
Vardenis9796             Pavardenis9796           7              8              7              3              5              10
Vardenis9797             Pavardenis9797           5              5              6              9              2              5
Vardenis9798             Pavardenis9798           4              3              6              10             1              9
Vardenis9799             Pavardenis9799           6              3              9              8              7              10
Vardenis9800             Pavardenis9800           3              6              1              6              7              9
Vardenis9801             Pavardenis9801           6              3              2              4              9              5
Vardenis9802             Pavardenis9802           8              4              4              5              10             9
Vardenis9803             Pavardenis9803           6              2              9              7              3              7
Vardenis9804             Pavardenis9804           3              9              4              2              2              10
Vardenis9805             Pavardenis9805           1              3              9              6              10             8
Vardenis9806             Pavardenis9806           5              7              5              7              1              6
Vardenis9807             Pavardenis9807           9              5              9              5              10             10
Vardenis9808             Pavardenis9808           3              7              6              6              5              3
Vardenis9809             Pavardenis9809           2              3              5              5              2              3
Vardenis9810             Pavardenis9810           4              7              8              1              9              3
Vardenis9811             Pavardenis9811           1              10             6              2              4              7
Vardenis9812             Pavardenis9812           10             10             10             3              1              6
Vardenis9813             Pavardenis9813           5              5              3              9              9              2
Vardenis9814             Pavardenis9814           8              1              10             10             7              2
Vardenis9815             Pavardenis9815           8              7              8              9              4              6
Vardenis9816             Pavardenis9816           2              3              8              2              8              8
Vardenis9817             Pavardenis9817           6              2              8              8              9              2
Vardenis9818             Pavardenis9818           8              10             7              3              2              7
Vardenis9819             Pavardenis9819           1              9              1              1              1              3
Vardenis9820             Pavardenis9820           6              9              8              3              5              3
Vardenis9821             Pavardenis9821           7              3              1              10             5              3
Vardenis9822             Pavardenis9822           5              6              3              8              6              10
Vardenis9823             Pavardenis9823           8              9              3              5              1              9
Vardenis9824             Pavardenis9824           4              9              1              6              1              5
Vardenis9825             Pavardenis9825           1              1              1              10             1              2
Vardenis9826             Pavardenis9826           7              7              2              4              3              1
Vardenis9827             Pavardenis9827           3              3              2              3              3              10
Vardenis9828             Pavardenis9828           8              2              4              5              1              8
Vardenis9829             Pavardenis9829           7              2              3              9              3              8
Vardenis9830             Pavardenis9830           7              3              3              5              1              6
Vardenis9831             Pavardenis9831           9              7              5              3              7              1
Vardenis9832             Pavardenis9832           4              2              4              9              10             1
Vardenis9833             Pavardenis9833           7              3              3              7              8              5
Vardenis9834             Pavardenis9834           2              1              8              8              3              10
Vardenis9835             Pavardenis9835           5              8              4              3              9              8
Vardenis9836             Pavardenis9836           3              7              5              6              7              5
Vardenis9837             Pavardenis9837           9              4              5              8              7              9
Vardenis9838             Pavardenis9838           8              3              8              2              2              4
Vardenis9839             Pavardenis9839           1              8              10             10             4              10
Vardenis9840             Pavardenis9840           1              10             6              3              4              7
Vardenis9841             Pavardenis9841           6              4              9              8              7              8
Vardenis9842             Pavardenis9842           6              3              5              3              1              6
Vardenis9843             Pavardenis9843           10             8              2              5              4              8
Vardenis9844             Pavardenis9844           7              5              3              7              8              9
Vardenis9845             Pavardenis9845           3              2              6              5              6              2
Vardenis9846             Pavardenis9846           9              10             2              2              1              9
Vardenis9847             Pavardenis9847           9              4              5              7              6              5
Vardenis9848             Pavardenis9848           6              2              9              3              8              10
Vardenis9849             Pavardenis9849           1              6              2              9              3              1
Vardenis9850             Pavardenis9850           5              4              10             4              5              5
Vardenis9851             Pavardenis9851           8              3              6              6              3              8
Vardenis9852             Pavardenis9852           4              7              2              5              10             1
Vardenis9853             Pavardenis9853           6              1              3              9              9              5
Vardenis9854             Pavardenis9854           8              10             7              7              10             10
Vardenis9855             Pavardenis9855           5              1              2              10             9              7
Vardenis9856             Pavardenis9856           8              8              8              3              2              7
Vardenis9857             Pavardenis9857           4              2              9              1              6              10
Vardenis9858             Pavardenis9858           2              7              3              4              10             2
Vardenis9859             Pavardenis9859           6              1              10             9              10             8
Vardenis9860             Pavardenis9860           10             4              9              3              1              1
Vardenis9861             Pavardenis9861           4              2              7              8              8              3
Vardenis9862             Pavardenis9862           1              3              9              3              4              6
Vardenis9863             Pavardenis9863           7              4              1              3              1              4
Vardenis9864             Pavardenis9864           4              4              9              1              6              5
Vardenis9865             Pavardenis9865           4              2              7              4              6              4
Vardenis9866             Pavardenis9866           8              8              6              5              3              7
Vardenis9867             Pavardenis9867           3              2              8              4              8              10
Vardenis9868             Pavardenis9868           4              5              6              4              8              4
Vardenis9869             Pavardenis9869           7              2              4              8              4              6
Vardenis9870             Pavardenis9870           10             10             1              7              5              8
Vardenis9871             Pavardenis9871           10             9              5              1              3              6
Vardenis9872             Pavardenis9872           1              1              9              1              8              10
Vardenis9873             Pavardenis9873           5              1              9              10             5              7
Vardenis9874             Pavardenis9874           2              8              10             5              8              8
Vardenis9875             Pavardenis9875           9              9              6              9              9              10
Vardenis9876             Pavardenis9876           1              9              5              7              1              5
Vardenis9877             Pavardenis9877           7              2              4              6              8              3
Vardenis9878             Pavardenis9878           9              3              3              2              8              2
Vardenis9879             Pavardenis9879           2              10             3              7              7              4
Vardenis9880             Pavardenis9880           10             5              9              5              4              7
Vardenis9881             Pavardenis9881           6              6              10             3              9              9
Vardenis9882             Pavardenis9882           4              6              5              5              6              3
Vardenis9883             Pavardenis9883           7              9              9              8              7              2
Vardenis9884             Pavardenis9884           6              7              6              3              6              9
Vardenis9885             Pavardenis9885           4              4              7              7              4              8
Vardenis9886             Pavardenis9886           5              2              8              2              4              3
Vardenis9887             Pavardenis9887           7              10             6              8              9              6
Vardenis9888             Pavardenis9888           8              8              3              1              3              5
Vardenis9889             Pavardenis9889           3              2              9              2              1              7
Vardenis9890             Pavardenis9890           6              2              6              3              8              4
Vardenis9891             Pavardenis9891           2              2              6              1              10             3
Vardenis9892             Pavardenis9892           6              9              4              9              3              8
Vardenis9893             Pavardenis9893           10             6              7              4              10             6
Vardenis9894             Pavardenis9894           7              8              1              2              10             5
Vardenis9895             Pavardenis9895           4              9              5              6              7              10
Vardenis9896             Pavardenis9896           6              6              2              5              10             6
Vardenis9897             Pavardenis9897           5              2              2              9              2              4
Vardenis9898             Pavardenis9898           4              1              8              4              7              4
Vardenis9899             Pavardenis9899           4              7              3              1              8              9
Vardenis9900             Pavardenis9900           8              3              1              2              10             1
Vardenis9901             Pavardenis9901           7              9              2              3              4              9
Vardenis9902             Pavardenis9902           3              7              9              2              3              9
Vardenis9903             Pavardenis9903           7              10             9              5              5              1
Vardenis9904             Pavardenis9904           3              3              5              7              7              6
Vardenis9905             Pavardenis9905           8              9              2              3              8              7
Vardenis9906             Pavardenis9906           2              4              7              5              6              1
Vardenis9907             Pavardenis9907           4              7              4              8              8              7
Vardenis9908             Pavardenis9908           8              9              10             7              2              9
Vardenis9909             Pavardenis9909           2              4              7              6              7              7
Vardenis9910             Pavardenis9910           4              3              9              2              4              1
Vardenis9911             Pavardenis9911           4              8              3              3              1              6
Vardenis9912             Pavardenis9912           6              6              3              5              1              3
Vardenis9913             Pavardenis9913           5              4              3              5              7              7
Vardenis9914             Pavardenis9914           9              7              1              8              5              1
Vardenis9915             Pavardenis9915           7              10             4              6              4              2
Vardenis9916             Pavardenis9916           4              4              5              4              10             2
Vardenis9917             Pavardenis9917           7              1              9              10             3              10
Vardenis9918             Pavardenis9918           10             8              10             5              4              5
Vardenis9919             Pavardenis9919           6              3              1              5              3              1
Vardenis9920             Pavardenis9920           8              7              2              1              10             9
Vardenis9921             Pavardenis9921           1              2              9              8              6              5
Vardenis9922             Pavardenis9922           7              9              1              1              8              9
Vardenis9923             Pavardenis9923           1              3              7              5              3              9
Vardenis9924             Pavardenis9924           6              8              6              6              1              5
Vardenis9925             Pavardenis9925           2              8              10             6              2              5
Vardenis9926             Pavardenis9926           9              8              4              8              10             2
Vardenis9927             Pavardenis9927           1              10             1              2              4              3
Vardenis9928             Pavardenis9928           2              8              1              5              1              9
Vardenis9929             Pavardenis9929           8              6              7              8              1              2
Vardenis9930             Pavardenis9930           10             9              2              3              1              7
Vardenis9931             Pavardenis9931           3              8              6              4              10             9
Vardenis9932             Pavardenis9932           1              10             4              7              1              5
Vardenis9933             Pavardenis9933           9              2              1              3              9              5
Vardenis9934             Pavardenis9934           4              4              4              10             7              7
Vardenis9935             Pavardenis9935           9              1              8              1              2              7
Vardenis9936             Pavardenis9936           5              8              7              7              5              3
Vardenis9937             Pavardenis9937           8              1              1              7              4              1
Vardenis9938             Pavardenis9938           7              4              8              10             3              8
Vardenis9939             Pavardenis9939           10             4              2              10             4              7
Vardenis9940             Pavardenis9940           10             5              9              2              7              7
